Registry Number,Business Name,Entity Type,Registry Date,Associated Name Type,First Name,Middle Name,Last Name,Suffix,Not of Record Entity,Entity of Record Reg Number,Entity of Record Name,Address ,Address Continued,City,State,Zip Code
153884292,SHELTON NANNY SERVICES INC,DOMESTIC BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,2405 NE 92ND AVE,,PORTLAND,OR,97220
153884292,SHELTON NANNY SERVICES INC,DOMESTIC BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2405 NE 92ND AVE,,PORTLAND,OR,97220
153884292,SHELTON NANNY SERVICES INC,DOMESTIC BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,CHELSA,GAYLE,SHELTON,,,,,2405 NE 92ND AVE,,PORTLAND,OR,97220
153884391,SEASON'S BEST,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,KATHERINE,D,SEASON,,,,,548 ARVILLA WAY,,SUTHERLIN,OR,97479
153884391,SEASON'S BEST,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,548 ARVILLA WAY,,SUTHERLIN,OR,97479
153883997,ON TOP ROOFING AND CONSTRUCTION,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,RYAN,SONALD,WESTMORELAND,,,,,20641 SONGBIRDIRD LN,,BEND,OR,97702
153883997,ON TOP ROOFING AND CONSTRUCTION,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,20641 SONGBIRD LN,,BEND,OR,97702
153296497,MAIN STREET BARBERSHOP,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,ANNA,M,MICHRINA,,,,,174 S MAIN ST,,UNION,OR,97883
153296497,MAIN STREET BARBERSHOP,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,174 S MAIN STREET,,UNION,OR,97883
148561194,CREATING HEALING LEADERS,DOMESTIC NONPROFIT CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,1016 SE 12TH AVE,,PORTLAND,OR,97214
148561194,CREATING HEALING LEADERS,DOMESTIC NONPROFIT CORPORATION,03/21/2019,REGISTERED AGENT,RACHEL,,HINES,,,,,1016 SE 12TH AVE,,PORTLAND,OR,97214
153884896,BACK IN MOTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,7280 SE LAMPHIER ST,,MILWAUKIE,OR,97222
153884896,BACK IN MOTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7280 SE LAMPHIER ST,,PORTLAND,OR,97222
153884896,BACK IN MOTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,LAUREL,PAIGE,PERILLI,,,,,7280 SE LAMPHIER ST,,PORTLAND,OR,97222
153786794,WILLIAM'S ROOFING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,4685 HAYESVILLE CT NE,,SALEM,OR,97305
153786794,WILLIAM'S ROOFING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4685 HAYESVILLE CT NE,,SALEM,OR,97305
153786794,WILLIAM'S ROOFING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,ELIDIA,,QUIRINO MORALES,,,,,4685 HAYESVILLE CT NE,,SALEM,OR,97305
153885299,NASHONAL CONTRACTING INC.,DOMESTIC BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,415 E MAIN ST,,SHERIDAN,OR,97378
153885299,NASHONAL CONTRACTING INC.,DOMESTIC BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,415 E MAIN ST,,SHERIDAN,OR,97378
153885299,NASHONAL CONTRACTING INC.,DOMESTIC BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,ERIC,,NASH,,,,,415 E MAIN ST,,SHERIDAN,OR,97378
153723797,"MAYUMI FARMS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,35830 SE GUNDERSON RD,,SANDY,OR,97055
153723797,"MAYUMI FARMS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,35830 SE GUNDERSON RD,,SANDY,OR,97055
153723797,"MAYUMI FARMS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,HANNAH,MARIE,BRUCE,,,,,35830 SE GUNDERSON RD,,SANDY,OR,97055
153886297,TLC COMPUTING,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,HOLLY,,RAMSEY,,,,,19557 RIVER RD APT 60,,GLADSTONE,OR,97027
153886297,TLC COMPUTING,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,19557 RIVER RD APT 60,,GLADSTONE,OR,97027
153788196,OUTSIDERS INK,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,DAREN,,PURCELL,,,,,1059 S 11TH ST,,HARRISBURG,OR,97446
153788196,OUTSIDERS INK,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1021 MAXWELL RD # 2,,EUGENE,OR,97404
153886495,BLACK PLASTIC LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,3812 SHERWOOD PARK DR,,MEDFORD,OR,97504
153886495,BLACK PLASTIC LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3812 SHERWOOD PARK DR,,MEDFORD,OR,97504
153886495,BLACK PLASTIC LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,LAWRENCE,W,SYKES,,,,,3812 SHERWOOD PARK DR,,MEDFORD,OR,97504
153886594,PROCESS PRACTICE CONSULTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,6935 SW TAYLORS FERRY ROAD,,PORTLAND,OR,97223
153886594,PROCESS PRACTICE CONSULTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,6935 SW TAYLORS FERRY ROAD,,PORTLAND,OR,97223
153886594,PROCESS PRACTICE CONSULTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,GREGORY,M,TURNER,,,,,6935 SW TAYLORS FERRY ROAD,,PORTLAND,OR,97223
153822698,"SHANTI VALLEY FARM, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,PO BOX 9 CAMAS VALLEY,,CAMAS VALLEY,OR,97416
153822698,"SHANTI VALLEY FARM, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1021 UPPER CAMAS,,CAMAS VALLEY,OR,97416
153822698,"SHANTI VALLEY FARM, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,JIM,,WOLFE,,,,,860 OUR LANE,,CAMAS VALLEY,OR,97416
153882593,TRAP LEAFS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,480 ALEXANDER LOOP,3302,EUGENE,OR,97401
153882593,TRAP LEAFS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,480 ALEXANDER LOOP,3302,EUGENE,OR,97401
153882593,TRAP LEAFS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,JASMIN,,QUINONES,,,,,480 ALEXANDER LOOP,3302,EUGENE,OR,97401
153887196,"WEST COAST RACING JUNKIE, INC.",DOMESTIC BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,PO BOX 757,,LEBANON,OR,97355
153887196,"WEST COAST RACING JUNKIE, INC.",DOMESTIC BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,227 S 7TH ST,,LEBANON,OR,97355
153887196,"WEST COAST RACING JUNKIE, INC.",DOMESTIC BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,CLYDE,J,ROOD,II,,,,227 S 7TH ST,,LEBANON,OR,97355
153887097,TROY EXCAVATION,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,TROY,JUSTIN,HALES,,,,,86609 N MODESTO DR,,EUGENE,OR,97402
153887097,TROY EXCAVATION,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,86609 N MODESTO DR,,EUGENE,OR,97402
153887493,"OVER THE MOON MACARONS & SWEETS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,27920 SE SUNRAY DR,,BORING,OR,97009
153887493,"OVER THE MOON MACARONS & SWEETS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3516 NE 77TH AVE,,PORTLAND,OR,97213
153887493,"OVER THE MOON MACARONS & SWEETS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,JESSICA,D,NUSBAUM,,,,,3516 NE 77TH AVE,,PORTLAND,OR,97213
153887295,TRULY CBD LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,747 E 32ND AVE APT 208,,EUGENE,OR,97405
153887295,TRULY CBD LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,87615 BEARHEAD MOUNTAIN LN,,BANDON,OR,97411
153887295,TRULY CBD LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,CHARLES,GRAHAM,JOHNSON,JR,,,,747 EAST 32ND AVENUE,APARTMENT #208,EUGENE,OR,97405
153887691,DATAGONE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,400 E EVERGREEN BLVD STE 207,,VANCOUVER,WA,98660
153887691,DATAGONE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,400 E EVERGREEN BLVD STE 207,,VANCOUVER,WA,98660
153887691,DATAGONE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,51329093,NORTHWEST REGISTERED AGENT LLC,5305 RIVER RD N # R,,KEIZER,OR,97303
153834594,DAGR CLEANING SERVICES,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,DANIEL,,GONZALEZ,,,,,1887 COTTAGE ST NE,,SALEM,OR,97301
153834594,DAGR CLEANING SERVICES,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1887 COTTAGE ST NE,,SALEM,OR,97301
153888392,WILLAMETTE PRESSURE WASHING,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,TIMOTHY,NIKOLAY,FESHCHENKO,,,,,4378 BURLINGTON LP NE,,SALEM,OR,97305
153888392,WILLAMETTE PRESSURE WASHING,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4378 BURLINGTON LP NE,,SALEM,OR,97305
153887998,INNER NORTHEAST PARTNERS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,3809 SW 48TH PL,,PORTLAND,OR,97221
153887998,INNER NORTHEAST PARTNERS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3809 SW 48TH PL,,PORTLAND,OR,97221
153887998,INNER NORTHEAST PARTNERS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,ED,C,SAMMONS,,,,,3809 SW 48TH PL,,PORTLAND,OR,97221
153889499,DWELL CARE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,11411 SE WAHKEENA CT,,HAPPY VALLEY,OR,97086
153889499,DWELL CARE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,11411 SE WAHKEENA CT,,HAPPY VALLEY,OR,97086
153889499,DWELL CARE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,SLAVIC,,STASYUK,,,,,11411 SE WAHKEENA CT,,HAPPY VALLEY,OR,97086
153889598,LOVE FIRST SOLUTIONS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,596 SE 9TH AVE,,CANBY,OR,97013
153889598,LOVE FIRST SOLUTIONS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,596 SE 9TH AVE,,CANBY,OR,97013
153889598,LOVE FIRST SOLUTIONS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,66022790,"UNITED STATES CORPORATION AGENTS, INC.",2951 NW DIVISION ST STE 110,,GRESHAM,OR,97030
153890398,"PURE MEDIA, INC.",DOMESTIC BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,4172 HEAVENS WAY S,,SALEM,OR,97302
153890398,"PURE MEDIA, INC.",DOMESTIC BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4172 HEAVENS WAY S,,SALEM,OR,97302
153890398,"PURE MEDIA, INC.",DOMESTIC BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,JASON,A,DISENSO,,,,,4172 HEAVENS WAY S,,SALEM,OR,97302
153844791,"TRIIB, INC",FOREIGN BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,76 SUMMER STREET,STE 520,BOSTON,MA,2110
153844791,"TRIIB, INC",FOREIGN BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,76 SUMMER STREET,STE 520,BOSTON,MA,2110
153844791,"TRIIB, INC",FOREIGN BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,NESBITT,,HAGOOD,,,,,5314 N BORTHWICK AVE,,PORTLAND,OR,97217
153865895,"SS PEREZ CONSTRUCTION, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,5151 HOLLAND LOOP ROAD,,CAVE JUNCTION,OR,97523
153865895,"SS PEREZ CONSTRUCTION, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5151 HOLLAND LOOP ROAD,,CAVE JUNCTION,OR,97523
153865895,"SS PEREZ CONSTRUCTION, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,SOFIA,SANCHEZ,PEREZ,,,,,5151 HOLLAND LOOP ROAD,,CAVE JUNCTION,OR,97523
153854691,KNF CBD LLC,FOREIGN LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,100 S JUNIPER ST FL 3,,PHILADELPHIA,PA,19107
153854691,KNF CBD LLC,FOREIGN LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,213 BROWNBACKS CHURCH RD,,SPRING CITY,PA,19475
153854691,KNF CBD LLC,FOREIGN LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,LAWRENCE,,ANDERSEN,,,,,10201 SE ORIENT DR,,BORING,OR,97009
153890596,PALLIN FARMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,85920 EDENVILLE RD,,PLEASANT HILL,OR,97455
153890596,PALLIN FARMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,85920 EDENVILLE RD,,PLEASANT HILL,OR,97455
153890596,PALLIN FARMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,DENISE,,PALLIN,,,,,83226 RUSSELL OAKS DR,,CRESWELL,OR,97426
153888798,MS. LEATHER & MS. LACE PAGEANT,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,THOMAS,ANTHONY,CHRISTENSEN,,,,,3317 SE 59TH AVE,,PORTLAND,OR,97206
153888798,MS. LEATHER & MS. LACE PAGEANT,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3317 SE 59TH AVE,,PORTLAND,OR,97206
153888194,"VESTREALTY HOLDINGS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,2917 WASHINGTON ST,,VANCOUVER,WA,98660
153888194,"VESTREALTY HOLDINGS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1452 NE 28TH AVE,,PORTLAND,OR,97232
153888194,"VESTREALTY HOLDINGS, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,SANTINO,,FILIPELLI,,,,,1452 NE 28TH AVE,,PORTLAND,OR,97232
153888897,BENJAMINSBUDZ LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,6736 SE 135TH AVE,,PORTLAND,OR,97236
153888897,BENJAMINSBUDZ LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,6736 SE 135TH AVE,,PORTLAND,OR,97236
153888897,BENJAMINSBUDZ LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,BENJAMIN,CALVIN,RICHARDSON,,,,,6736 SE 135TH AVE,,PORTLAND,OR,97236
153890992,CASTLE POINT SECURITY SOLUTIONS INC,DOMESTIC BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,1217 SW 3RD AVE,,MILL CITY,OR,97360
153890992,CASTLE POINT SECURITY SOLUTIONS INC,DOMESTIC BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1217 SW 3RD AVE,,MILL CITY,OR,97360
153890992,CASTLE POINT SECURITY SOLUTIONS INC,DOMESTIC BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,KYLE,,GREENWOOD,,,,,1217 SW 3RD AVE,,MILL CITY,OR,97360
153890893,S&L LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153890893,S&L LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153890893,S&L LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,75788399,REGISTERED AGENTS INC,5305 RIVER RD N STE B,,KEIZER,OR,97303
153890893,S&L LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,75788399,"REGISTERED AGENTS INC, A CORPORATION OF WYOMING",5305 RIVER RD N STE B,,KEIZER,OR,97303
153890091,STRYV LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,304 NE MULTNOMAH ST APT 628,,PORTLAND,OR,97232
153890091,STRYV LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,304 NE MULTNOMAH ST APT 628,,PORTLAND,OR,97232
153890091,STRYV LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,LEEANN,,OROZCO,,,,,304 NE MULTNOMAH ST APT 628,,PORTLAND,OR,97232
153891297,"SANDERLING SEA COTTAGES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,3225 MCLEOD DR STE 100,,LAS VEGAS,NV,89121
153891297,"SANDERLING SEA COTTAGES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3225 MCLEOD DR STE 100,,LAS VEGAS,NV,89121
153891297,"SANDERLING SEA COTTAGES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,91008897,"ANDERSON REGISTERED AGENTS, INC.",1867 WILLIAMS HWY STE 290,,GRANTS PASS,OR,97527
153891594,V.I.P MOBILE DETAIL LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,7776 SOUTHEAST THIESSEN ROAD,,MILWAUKIE,OR,97267
153891594,V.I.P MOBILE DETAIL LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7776 SOUTHEAST THIESSEN ROAD,,MILWAUKIE,OR,97267
153891594,V.I.P MOBILE DETAIL LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,ADRIAN,,SOLTERO,,,,,7776 SOUTHEAST THIESSEN ROAD,,MILWAUKIE,OR,97267
153875696,"DCNP HOLDINGS (BOISE PROPERTY), LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,707 SW WASHINGTON ST STE 1500,,PORTLAND,OR,97205
153875696,"DCNP HOLDINGS (BOISE PROPERTY), LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,707 SW WASHINGTON ST STE 1500,,PORTLAND,OR,97205
153875696,"DCNP HOLDINGS (BOISE PROPERTY), LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,46085684,"BONAPARTE, ELLIOTT & OSTRANDER, P.C.",707 SW WASHINGTON ST STE 1500,,PORTLAND,OR,97205
153875696,"DCNP HOLDINGS (BOISE PROPERTY), LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,46085684,"BONAPARTE, ELLIOTT OSTRANDER & PRESTON, P.C.",707 SW WASHINGTON ST STE 1500,,PORTLAND,OR,97205
153875696,"DCNP HOLDINGS (BOISE PROPERTY), LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,46085684,"ELLIOTT, OSTRANDER & PRESTON, P.C.",707 SW WASHINGTON ST STE 1500,,PORTLAND,OR,97205
153875696,"DCNP HOLDINGS (BOISE PROPERTY), LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,46085684,"J. ELLIOTT & ASSOCIATES, P.C.",707 SW WASHINGTON ST STE 1500,,PORTLAND,OR,97205
153891792,CONTROLLED F.O.R.C.E. INC.,FOREIGN BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,335 N RIVER ST STE 200,,BATAVIA,IL,60510
153891792,CONTROLLED F.O.R.C.E. INC.,FOREIGN BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,335 N RIVER ST STE 200,,BATAVIA,IL,60510
153891792,CONTROLLED F.O.R.C.E. INC.,FOREIGN BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,,,,,,75788399,REGISTERED AGENTS INC,5305 RIVER RD N STE B,,KEIZER,OR,97303
153891792,CONTROLLED F.O.R.C.E. INC.,FOREIGN BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,,,,,,75788399,"REGISTERED AGENTS INC, A CORPORATION OF WYOMING",5305 RIVER RD N STE B,,KEIZER,OR,97303
153892998,GASPAR SIDING CONSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,269 DRAPER ST NE,,SALEM,OR,97301
153892998,GASPAR SIDING CONSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,269 DRAPER ST NE,,SALEM,OR,97301
153892998,GASPAR SIDING CONSTRUCTION LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,EUSEBIO,,GASPAR GASPAR,,,,,269 DRAPER ST NE,,SALEM,OR,97301
153893392,"OVATION CREDIT SERVICES, INC.",FOREIGN BUSINESS CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,3773 HOWARD HUGHES PKWY STE 500S,,LAS VEGAS,NV,89169
153893392,"OVATION CREDIT SERVICES, INC.",FOREIGN BUSINESS CORPORATION,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,9143 PHILIPS HWY STE 560,,JACKSONVILLE,FL,32256
153893392,"OVATION CREDIT SERVICES, INC.",FOREIGN BUSINESS CORPORATION,03/21/2019,REGISTERED AGENT,,,,,,14235790,"INCORP SERVICES, INC.",5305 RIVER RD N STE B1,,KEIZER,OR,97303
153891891,LINKED BY AIR STUDIO LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,45 MAIN ST 1010,,BROOKLYN,NY,11201
153891891,LINKED BY AIR STUDIO LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,45 MAIN ST 1010,,BROOKLYN,NY,11201
153891891,LINKED BY AIR STUDIO LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,,,,,,66022790,"UNITED STATES CORPORATION AGENTS, INC.",2951 NW DIVISION ST,,GRESHAM,OR,97030
153893996,ELEMENT REALTY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,MAILING ADDRESS,,,,,,,,5011 SW ORCHID ST,,PORTLAND,OR,97219
153893996,ELEMENT REALTY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5011 SW ORCHID ST,,PORTLAND,OR,97219
153893996,ELEMENT REALTY LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/21/2019,REGISTERED AGENT,SALEM,F,ALSUDAIRY,,,,,5011 SW ORCHID ST,,PORTLAND,OR,97219
153893798,OWL'S NEST ACADEMY,ASSUMED BUSINESS NAME,03/21/2019,AUTHORIZED REPRESENTATIVE,LIZ,,TRUJILLO,,,,,12350 SW GINGHAM LN APT C,,BEAVERTON,OR,97008
153893798,OWL'S NEST ACADEMY,ASSUMED BUSINESS NAME,03/21/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,12350 SW GINGHAM LN APT C,,BEAVERTON,OR,97008
153845897,INTERACTIVE THEOREM PROVING INC,DOMESTIC NONPROFIT CORPORATION,03/21/2019,MAILING ADDRESS,,,,,,,,6055 SW 90TH AVE,,PORTLAND,OR,97223
